vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,stop_sequence,current_date,day
40,block_170_trip_7_service_1,,50.08702087402344,19.908958435058594,180.0,0.0,2025-10-06 10:03:26,stop_36_5401,1,2025-10-06,1
41,block_183_trip_7_service_1,,50.06806945800781,19.945207595825195,0.0,0.0,2025-10-06 10:03:28,stop_1089_260807,1,2025-10-06,1
43,block_188_trip_4_service_1,,50.03542709350586,19.942951202392578,315.0,0.0,2025-10-06 10:03:24,stop_432_61006,13,2025-10-06,1
44,block_189_trip_6_service_1,,50.02073669433594,19.96006965637207,90.0,0.0,2025-10-06 10:03:27,stop_446_62903,7,2025-10-06,1
45,block_142_trip_5_service_1,,50.021419525146484,19.961076736450195,180.0,0.0,2025-10-06 10:03:33,stop_446_62902,26,2025-10-06,1
47,block_190_trip_6_service_1,,50.00449752807617,19.960174560546875,90.0,0.0,2025-10-06 10:03:27,stop_498_71002,23,2025-10-06,1
48,block_481_trip_6_service_1,,50.00627136230469,20.0179500579834,90.0,0.0,2025-10-06 10:03:29,stop_792_112201,21,2025-10-06,1
49,block_192_trip_7_service_1,,50.004608154296875,19.959409713745117,90.0,0.0,2025-10-06 10:03:24,stop_498_71002,23,2025-10-06,1
50,block_193_trip_7_service_1,,50.01634216308594,19.950485229492188,180.0,0.0,2025-10-06 10:03:27,stop_1749_317602,19,2025-10-06,1
52,block_194_trip_5_service_1,,50.028594970703125,19.955486297607422,90.0,0.0,2025-10-06 10:03:32,stop_439_62001,14,2025-10-06,1
53,block_196_trip_7_service_1,,50.054901123046875,19.92770767211914,135.0,0.0,2025-10-06 10:03:32,stop_240_32601,8,2025-10-06,1
54,block_197_trip_5_service_1,,50.07198715209961,19.929061889648438,270.0,0.0,2025-10-06 10:03:30,stop_2616_363802,4,2025-10-06,1
56,block_139_trip_5_service_1,,50.04996109008789,19.932117462158203,315.0,0.0,2025-10-06 10:03:28,stop_240_32602,9,2025-10-06,1
57,block_140_trip_6_service_1,,50.0157470703125,19.969860076904297,270.0,0.0,2025-10-06 10:03:25,stop_502_71604,1,2025-10-06,1
59,block_143_trip_7_service_1,,50.047977447509766,19.931909561157227,180.0,0.0,2025-10-06 10:03:29,stop_2108_333803,22,2025-10-06,1
60,block_144_trip_7_service_1,,50.08209991455078,19.88361167907715,90.0,0.0,2025-10-06 10:03:27,stop_2309_345904,10,2025-10-06,1
61,block_145_trip_6_service_1,,50.087955474853516,19.840381622314453,315.0,0.0,2025-10-06 10:03:27,stop_2512_356001,29,2025-10-06,1
62,block_159_trip_5_service_1,,50.041282653808594,19.935867309570312,135.0,0.0,2025-10-06 10:03:23,stop_432_61003,25,2025-10-06,1
64,block_150_trip_6_service_1,,50.07073211669922,19.92913246154785,45.0,0.0,2025-10-06 10:03:28,stop_2616_363801,17,2025-10-06,1
65,block_151_trip_6_service_1,,50.02116775512695,19.961042404174805,180.0,0.0,2025-10-06 10:03:23,stop_446_62901,1,2025-10-06,1
67,block_152_trip_5_service_1,,50.02169418334961,19.96326446533203,225.0,0.0,2025-10-06 10:03:25,stop_446_62903,33,2025-10-06,1
68,block_233_trip_4_service_1,,50.00126266479492,19.899791717529297,180.0,0.0,2025-10-06 10:03:32,stop_3160_384002,29,2025-10-06,1
69,block_184_trip_5_service_1,,50.06957244873047,19.927082061767578,45.0,0.0,2025-10-06 10:03:26,stop_2616_363801,21,2025-10-06,1
70,block_254_trip_5_service_1,,50.06761169433594,19.925764083862305,45.0,0.0,2025-10-06 10:03:31,stop_55_7903,17,2025-10-06,1
71,block_154_trip_4_service_1,,50.07381057739258,19.935104370117188,270.0,0.0,2025-10-06 10:03:29,stop_2616_363802,17,2025-10-06,1
72,block_155_trip_4_service_1,,50.09073257446289,19.944271087646484,0.0,0.0,2025-10-06 10:03:24,stop_28_3703,30,2025-10-06,1
75,block_156_trip_2_service_1,,50.03579330444336,19.94246482849121,315.0,0.0,2025-10-06 10:03:23,stop_432_61006,14,2025-10-06,1
77,block_158_trip_5_service_1,,50.102054595947266,19.963611602783203,180.0,0.0,2025-10-06 10:03:30,stop_1196_279603,2,2025-10-06,1
78,block_185_trip_6_service_1,,50.05535888671875,19.92760467529297,0.0,0.0,2025-10-06 10:03:29,stop_237_31903,17,2025-10-06,1
80,block_164_trip_6_service_1,,50.02925491333008,19.95631980895996,270.0,0.0,2025-10-06 10:03:27,stop_892_125502,11,2025-10-06,1
81,block_105_trip_6_service_1,,50.04328536987305,19.934444427490234,180.0,0.0,2025-10-06 10:03:27,stop_1200_280801,18,2025-10-06,1
114,block_405_trip_7_service_1,,50.120914459228516,19.97281265258789,270.0,0.0,2025-10-06 10:03:26,stop_127_16501,11,2025-10-06,1
116,block_348_trip_8_service_1,,50.121368408203125,20.050798416137695,0.0,0.0,2025-10-06 10:03:26,stop_2303_345301,10,2025-10-06,1
118,block_120_trip_11_service_1,,50.0152702331543,20.039339065551758,315.0,0.0,2025-10-06 10:03:31,stop_587_83702,5,2025-10-06,1
124,block_394_trip_11_service_1,,50.02568054199219,19.95781135559082,0.0,0.0,2025-10-06 10:03:29,stop_2604_363101,4,2025-10-06,1
126,block_181_trip_12_service_1,,49.988460540771484,19.872222900390625,90.0,0.0,2025-10-06 10:03:28,stop_548_77202,1,2025-10-06,1
129,block_24_trip_15_service_1,,50.004722595214844,19.905311584472656,0.0,0.0,2025-10-06 10:03:28,stop_536_75302,7,2025-10-06,1
131,block_404_trip_10_service_1,,49.97520446777344,19.827777862548828,270.0,0.0,2025-10-06 10:03:32,stop_550_78101,3,2025-10-06,1
133,block_113_trip_9_service_1,,50.05378723144531,20.045278549194336,180.0,0.0,2025-10-06 10:03:30,stop_397_55401,1,2025-10-06,1
134,block_29_trip_9_service_1,,50.104286193847656,20.058889389038086,270.0,0.0,2025-10-06 10:03:27,stop_1096_262101,19,2025-10-06,1
136,block_28_trip_10_service_1,,50.09519577026367,20.044618606567383,315.0,0.0,2025-10-06 10:03:28,stop_1633_311801,10,2025-10-06,1
137,block_27_trip_9_service_1,,50.07529067993164,20.033958435058594,45.0,0.0,2025-10-06 10:03:25,stop_300_41501,21,2025-10-06,1
138,block_26_trip_8_service_1,,50.08660888671875,20.043264389038086,90.0,0.0,2025-10-06 10:03:33,stop_1030_254304,5,2025-10-06,1
142,block_97_trip_18_service_1,,50.074832916259766,19.936180114746094,180.0,0.0,2025-10-06 10:03:32,stop_50_7186,1,2025-10-06,1
144,block_96_trip_16_service_1,,50.08269119262695,19.91201400756836,270.0,0.0,2025-10-06 10:03:31,stop_101_13202,6,2025-10-06,1
145,block_51_trip_13_service_1,,50.04547119140625,19.98295021057129,270.0,0.0,2025-10-06 10:03:30,stop_399_55905,7,2025-10-06,1
201,block_116_trip_10_service_1,,50.001468658447266,19.904375076293945,270.0,0.0,2025-10-06 10:03:30,stop_645_93502,11,2025-10-06,1
208,block_324_trip_9_service_1,,50.11692810058594,19.784236907958984,90.0,0.0,2025-10-06 10:03:24,stop_155_20302,11,2025-10-06,1
209,block_449_trip_8_service_1,,50.08843231201172,19.891632080078125,180.0,0.0,2025-10-06 10:03:26,stop_7_1203,11,2025-10-06,1
210,block_329_trip_9_service_1,,50.02239990234375,19.74826431274414,0.0,0.0,2025-10-06 10:02:42,stop_1239_288702,7,2025-10-06,1
220,block_280_trip_10_service_1,,50.011512756347656,19.926631927490234,45.0,0.0,2025-10-06 10:03:32,stop_530_74704,1,2025-10-06,1
222,block_392_trip_12_service_1,,49.990238189697266,19.846736907958984,225.0,0.0,2025-10-06 10:03:29,stop_985_247601,8,2025-10-06,1
225,block_343_trip_7_service_1,,50.03538131713867,19.759340286254883,45.0,0.0,2025-10-06 10:03:31,stop_3293_388102,19,2025-10-06,1
226,block_381_trip_7_service_1,,49.993927001953125,20.042325973510742,45.0,0.0,2025-10-06 10:03:28,stop_1153_272204,14,2025-10-06,1
227,block_374_trip_8_service_1,,50.053489685058594,19.916561126708984,225.0,0.0,2025-10-06 10:03:31,stop_230_31105,1,2025-10-06,1
228,block_353_trip_10_service_1,,50.0113525390625,19.92656135559082,45.0,0.0,2025-10-06 10:03:30,stop_530_74704,1,2025-10-06,1
231,block_267_trip_6_service_1,,50.01481246948242,19.970937728881836,90.0,0.0,2025-10-06 10:03:31,stop_502_71603,18,2025-10-06,1
232,block_312_trip_7_service_1,,50.01021194458008,19.710174560546875,45.0,0.0,2025-10-06 10:03:21,stop_1238_288602,18,2025-10-06,1
233,block_391_trip_10_service_1,,50.01809310913086,19.889236450195312,315.0,0.0,2025-10-06 10:03:29,stop_1362_303804,1,2025-10-06,1
235,block_114_trip_16_service_1,,50.00654602050781,19.924896240234375,180.0,0.0,2025-10-06 10:03:31,stop_540_75801,2,2025-10-06,1
236,block_334_trip_9_service_1,,50.00602340698242,20.018299102783203,315.0,0.0,2025-10-06 10:03:26,stop_1642_312702,11,2025-10-06,1
240,block_311_trip_4_service_1,,50.01492691040039,19.586700439453125,180.0,0.0,2025-10-06 10:03:25,stop_2012_327901,40,2025-10-06,1
241,block_269_trip_6_service_1,,50.018184661865234,19.889339447021484,0.0,0.0,2025-10-06 10:03:31,stop_1362_303804,1,2025-10-06,1
244,block_282_trip_8_service_1,,49.97392654418945,19.997499465942383,90.0,0.0,2025-10-06 10:03:25,stop_1662_314501,18,2025-10-06,1
245,block_290_trip_10_service_1,,49.9870719909668,19.778541564941406,90.0,0.0,2025-10-06 10:03:28,stop_1256_290401,1,2025-10-06,1
251,block_336_trip_8_service_1,,49.94689178466797,19.869062423706055,180.0,0.0,2025-10-06 10:03:27,stop_616_88501,16,2025-10-06,1
252,block_125_trip_7_service_1,,50.02586364746094,19.95631980895996,270.0,0.0,2025-10-06 10:03:32,stop_504_71804,12,2025-10-06,1
255,block_349_trip_8_service_1,,50.018001556396484,19.8894100189209,315.0,0.0,2025-10-06 10:03:32,stop_1362_303804,1,2025-10-06,1
258,block_454_trip_6_service_1,,50.09911346435547,19.890382766723633,0.0,0.0,2025-10-06 10:03:28,stop_583_83202,9,2025-10-06,1
261,block_338_trip_16_service_1,,50.116539001464844,19.967500686645508,0.0,0.0,2025-10-06 10:03:30,stop_2546_359203,4,2025-10-06,1
262,block_272_trip_8_service_1,,50.088478088378906,19.931215286254883,270.0,0.0,2025-10-06 10:03:30,stop_2961_372404,1,2025-10-06,1
263,block_534_trip_18_service_1,,50.057682037353516,19.931007385253906,45.0,0.0,2025-10-06 10:03:28,stop_239_32272,7,2025-10-06,1
264,block_531_trip_13_service_1,,50.065425872802734,19.951631546020508,180.0,0.0,2025-10-06 10:03:27,stop_96_12603,1,2025-10-06,1
265,block_32_trip_7_service_1,,50.04018783569336,20.00079917907715,225.0,0.0,2025-10-06 10:03:28,stop_2078_331005,1,2025-10-06,1
266,block_471_trip_9_service_1,,50.08367156982422,19.93138885498047,90.0,0.0,2025-10-06 10:03:28,stop_43_6104,13,2025-10-06,1
267,block_315_trip_7_service_1,,50.088111877441406,20.053056716918945,45.0,0.0,2025-10-06 10:03:26,stop_317_43504,6,2025-10-06,1
269,block_339_trip_6_service_1,,50.10660934448242,19.849653244018555,270.0,0.0,2025-10-06 10:03:28,stop_149_19701,8,2025-10-06,1
272,block_465_trip_8_service_1,,50.177608489990234,19.910104751586914,90.0,0.0,2025-10-06 10:03:27,stop_1313_296801,16,2025-10-06,1
273,block_363_trip_8_service_1,,50.15599060058594,20.03183937072754,225.0,0.0,2025-10-06 10:03:25,stop_1332_298702,22,2025-10-06,1
274,block_463_trip_7_service_1,,50.11815643310547,19.920833587646484,180.0,0.0,2025-10-06 10:03:25,stop_2424_349202,13,2025-10-06,1
276,block_450_trip_7_service_1,,50.181705474853516,19.811145782470703,180.0,0.0,2025-10-06 10:02:50,stop_2502_354902,12,2025-10-06,1
281,block_448_trip_7_service_1,,50.05836486816406,19.925451278686523,135.0,0.0,2025-10-06 10:03:26,stop_1654_314104,27,2025-10-06,1
282,block_407_trip_6_service_1,,50.08073425292969,19.865068435668945,270.0,0.0,2025-10-06 10:03:29,stop_1260_290801,4,2025-10-06,1
283,block_308_trip_7_service_1,,50.082122802734375,19.709688186645508,90.0,0.0,2025-10-06 10:03:24,stop_1263_291101,1,2025-10-06,1
286,block_307_trip_9_service_1,,50.081050872802734,19.88076400756836,0.0,0.0,2025-10-06 10:03:32,stop_103_13505,1,2025-10-06,1
287,block_399_trip_11_service_1,,50.08838653564453,19.931493759155273,270.0,0.0,2025-10-06 10:03:30,stop_2961_372404,14,2025-10-06,1
288,block_306_trip_7_service_1,,50.09066390991211,19.93079948425293,180.0,0.0,2025-10-06 10:03:30,stop_2961_372408,15,2025-10-06,1
289,block_288_trip_7_service_1,,50.081642150878906,19.875938415527344,90.0,0.0,2025-10-06 10:03:28,stop_103_13502,30,2025-10-06,1
292,block_285_trip_16_service_1,,50.10501480102539,19.963714599609375,0.0,0.0,2025-10-06 10:03:28,stop_3077_378504,1,2025-10-06,1
293,block_452_trip_7_service_1,,50.15872573852539,19.747465133666992,90.0,0.0,2025-10-06 10:03:29,stop_1141_270001,1,2025-10-06,1
294,block_274_trip_10_service_1,,50.1153564453125,19.869895935058594,225.0,0.0,2025-10-06 10:03:32,stop_965_135301,6,2025-10-06,1
297,block_304_trip_9_service_1,,50.13756561279297,19.925832748413086,0.0,0.0,2025-10-06 10:03:23,stop_2116_334501,12,2025-10-06,1
299,block_535_trip_16_service_1,,50.062965393066406,19.903749465942383,90.0,0.0,2025-10-06 10:03:27,stop_62_8704,1,2025-10-06,1
301,block_11_trip_12_service_1,,50.02533721923828,19.958715438842773,90.0,0.0,2025-10-06 10:03:28,stop_0_0,16,2025-10-06,1
303,block_76_trip_10_service_1,,50.05579376220703,19.853853225708008,180.0,0.0,2025-10-06 10:03:22,stop_113_14601,11,2025-10-06,1
304,block_12_trip_11_service_1,,49.989349365234375,19.99909782409668,315.0,0.0,2025-10-06 10:03:31,stop_1074_259301,5,2025-10-06,1
305,block_77_trip_13_service_1,,50.057979583740234,19.918472290039062,90.0,0.0,2025-10-06 10:03:25,stop_1006_250001,11,2025-10-06,1
306,block_302_trip_6_service_1,,49.977481842041016,19.945417404174805,180.0,0.0,2025-10-06 10:03:30,stop_2200_72302,11,2025-10-06,1
307,block_309_trip_6_service_1,,50.053489685058594,19.9166316986084,225.0,0.0,2025-10-06 10:03:26,stop_3268_387601,1,2025-10-06,1
310,block_532_trip_14_service_1,,50.068729400634766,19.949583053588867,315.0,0.0,2025-10-06 10:03:25,stop_744_106082,1,2025-10-06,1
311,block_456_trip_10_service_1,,50.1114616394043,19.943159103393555,0.0,0.0,2025-10-06 10:03:26,stop_19_2802,12,2025-10-06,1
314,block_457_trip_10_service_1,,50.06852340698242,19.94940948486328,90.0,0.0,2025-10-06 10:03:26,stop_707_101502,1,2025-10-06,1
315,block_458_trip_9_service_1,,50.0686149597168,19.9490966796875,0.0,0.0,2025-10-06 10:03:26,stop_744_106001,12,2025-10-06,1
319,block_275_trip_8_service_1,,50.070186614990234,20.334653854370117,45.0,0.0,2025-10-06 10:03:29,stop_3106_381302,32,2025-10-06,1
320,block_14_trip_8_service_1,,50.072898864746094,20.117673873901367,90.0,0.0,2025-10-06 10:03:31,stop_333_329974,1,2025-10-06,1
322,block_470_trip_8_service_1,,50.09619903564453,19.913402557373047,315.0,0.0,2025-10-06 10:03:31,stop_30_4001,10,2025-10-06,1
325,block_109_trip_9_service_1,,50.06025695800781,20.007604598999023,0.0,0.0,2025-10-06 10:03:24,stop_3239_385501,11,2025-10-06,1
326,block_130_trip_6_service_1,,50.07481002807617,20.139028549194336,90.0,0.0,2025-10-06 10:03:28,stop_2820_369002,4,2025-10-06,1
328,block_223_trip_7_service_1,,50.073421478271484,19.935138702392578,90.0,0.0,2025-10-06 10:03:31,stop_50_7103,18,2025-10-06,1
329,block_131_trip_5_service_1,,50.08690643310547,20.14635467529297,135.0,0.0,2025-10-06 10:03:29,stop_374_52002,23,2025-10-06,1
331,block_461_trip_10_service_1,,50.074832916259766,19.936111450195312,180.0,0.0,2025-10-06 10:03:32,stop_50_7186,1,2025-10-06,1
333,block_318_trip_9_service_1,,49.99752426147461,19.856075286865234,45.0,0.0,2025-10-06 10:03:26,stop_757_108301,18,2025-10-06,1
334,block_332_trip_9_service_1,,50.01148986816406,19.926250457763672,45.0,0.0,2025-10-06 10:03:31,stop_530_74704,20,2025-10-06,1
335,block_367_trip_12_service_1,,50.01146697998047,19.92677116394043,45.0,0.0,2025-10-06 10:03:23,stop_530_74704,1,2025-10-06,1
336,block_132_trip_7_service_1,,50.07526779174805,20.033958435058594,45.0,0.0,2025-10-06 10:03:26,stop_300_41501,1,2025-10-06,1
337,block_402_trip_8_service_1,,49.96932601928711,19.82815933227539,180.0,0.0,2025-10-06 10:03:26,stop_549_77901,17,2025-10-06,1
339,block_133_trip_8_service_1,,50.07280731201172,20.117431640625,90.0,0.0,2025-10-06 10:03:32,stop_2810_368002,1,2025-10-06,1
340,block_160_trip_13_service_1,,50.075199127197266,20.139270782470703,270.0,0.0,2025-10-06 10:03:30,stop_1118_264601,12,2025-10-06,1
341,block_5_trip_6_service_1,,50.07034683227539,19.904062271118164,180.0,0.0,2025-10-06 10:03:24,stop_61_8504,8,2025-10-06,1
346,block_401_trip_10_service_1,,50.011558532714844,19.92645835876465,45.0,0.0,2025-10-06 10:03:26,stop_530_74704,1,2025-10-06,1
412,block_485_trip_4_service_1,,50.0923957824707,20.032812118530273,180.0,0.0,2025-10-06 10:03:25,stop_1163_273702,6,2025-10-06,1
413,block_208_trip_7_service_1,,50.06845474243164,19.949443817138672,270.0,0.0,2025-10-06 10:03:32,stop_744_106001,1,2025-10-06,1
418,block_487_trip_6_service_1,,50.094261169433594,20.02433967590332,315.0,0.0,2025-10-06 10:03:26,stop_1163_273702,6,2025-10-06,1
419,block_199_trip_8_service_1,,50.09048080444336,19.988645553588867,180.0,0.0,2025-10-06 10:03:25,stop_79_10801,16,2025-10-06,1
424,block_90_trip_6_service_1,,50.036293029785156,20.008438110351562,45.0,0.0,2025-10-06 10:03:25,stop_1628_311304,23,2025-10-06,1
425,block_88_trip_6_service_1,,50.06749725341797,19.915693283081055,270.0,0.0,2025-10-06 10:03:30,stop_58_8202,32,2025-10-06,1
428,block_86_trip_6_service_1,,50.092987060546875,20.033714294433594,0.0,0.0,2025-10-06 10:03:26,stop_288_39502,8,2025-10-06,1
430,block_83_trip_7_service_1,,50.08483123779297,19.966007232666016,90.0,0.0,2025-10-06 10:03:31,stop_75_10302,10,2025-10-06,1
431,block_490_trip_5_service_1,,50.06763458251953,19.95319366455078,90.0,0.0,2025-10-06 10:03:29,stop_97_12703,12,2025-10-06,1
432,block_82_trip_7_service_1,,50.09339904785156,20.013715744018555,45.0,0.0,2025-10-06 10:03:30,stop_282_38701,18,2025-10-06,1
433,block_81_trip_7_service_1,,50.08786392211914,20.061458587646484,90.0,0.0,2025-10-06 10:03:28,stop_335_46404,26,2025-10-06,1
490,block_258_trip_8_service_1,,50.133758544921875,19.866979598999023,315.0,0.0,2025-10-06 10:03:32,stop_3051_376201,5,2025-10-06,1
495,block_397_trip_9_service_1,,50.108158111572266,19.838472366333008,180.0,0.0,2025-10-06 10:03:27,stop_149_19703,12,2025-10-06,1
497,block_257_trip_7_service_1,,50.12615203857422,19.870208740234375,180.0,0.0,2025-10-06 10:03:24,stop_583_83201,10,2025-10-06,1
498,block_357_trip_10_service_1,,50.173824310302734,19.945138931274414,270.0,0.0,2025-10-06 10:03:24,stop_2119_334801,15,2025-10-06,1
499,block_384_trip_7_service_1,,50.104217529296875,19.963403701782227,90.0,0.0,2025-10-06 10:03:25,stop_3077_378504,23,2025-10-06,1
501,block_56_trip_7_service_1,,50.08863830566406,19.97392463684082,45.0,0.0,2025-10-06 10:03:31,stop_749_106604,17,2025-10-06,1
502,block_55_trip_8_service_1,,50.10517501831055,19.963403701782227,0.0,0.0,2025-10-06 10:03:31,stop_3077_378504,1,2025-10-06,1
504,block_171_trip_5_service_1,,50.078548431396484,20.065555572509766,180.0,0.0,2025-10-06 10:03:31,stop_334_45909,29,2025-10-06,1
505,block_178_trip_6_service_1,,50.0706672668457,20.041528701782227,270.0,0.0,2025-10-06 10:03:32,stop_1168_274409,7,2025-10-06,1
507,block_209_trip_8_service_1,,50.07891082763672,19.97166633605957,45.0,0.0,2025-10-06 10:03:29,stop_89_11901,5,2025-10-06,1
508,block_202_trip_8_service_1,,50.095947265625,20.05378532409668,225.0,0.0,2025-10-06 10:03:24,stop_1095_261901,2,2025-10-06,1
509,block_206_trip_7_service_1,,50.095584869384766,19.994861602783203,90.0,0.0,2025-10-06 10:03:29,stop_1026_253804,14,2025-10-06,1
513,block_494_trip_7_service_1,,50.0564079284668,19.92677116394043,180.0,0.0,2025-10-06 10:03:24,stop_237_31904,12,2025-10-06,1
516,block_500_trip_6_service_1,,50.00934982299805,20.003541946411133,270.0,0.0,2025-10-06 10:03:26,stop_2174_338301,1,2025-10-06,1
522,block_501_trip_6_service_1,,50.025360107421875,19.95916748046875,90.0,0.0,2025-10-06 10:03:32,stop_450_63403,17,2025-10-06,1
523,block_225_trip_5_service_1,,50.07244110107422,19.91520881652832,180.0,0.0,2025-10-06 10:03:32,stop_60_8405,7,2025-10-06,1
524,block_536_trip_13_service_1,,50.03034973144531,19.928438186645508,90.0,0.0,2025-10-06 10:03:27,stop_434_61204,7,2025-10-06,1
525,block_538_trip_14_service_1,,50.030235290527344,19.936424255371094,90.0,0.0,2025-10-06 10:03:23,stop_640_92207,1,2025-10-06,1
527,block_537_trip_11_service_1,,50.0555419921875,19.929964065551758,90.0,0.0,2025-10-06 10:03:31,stop_237_31901,1,2025-10-06,1
529,block_443_trip_7_service_1,,50.126766204833984,19.968021392822266,180.0,0.0,2025-10-06 10:03:27,stop_2546_359202,9,2025-10-06,1
533,block_497_trip_6_service_1,,50.07923126220703,19.9387149810791,45.0,0.0,2025-10-06 10:03:26,stop_1360_303603,13,2025-10-06,1
534,block_17_trip_8_service_1,,50.04668045043945,19.93260383605957,270.0,0.0,2025-10-06 10:03:23,stop_1201_281203,1,2025-10-06,1
535,block_234_trip_6_service_1,,50.04900360107422,19.932430267333984,45.0,0.0,2025-10-06 10:03:33,stop_2108_333804,16,2025-10-06,1
536,block_62_trip_12_service_1,,50.074493408203125,19.9349308013916,135.0,0.0,2025-10-06 10:03:26,stop_50_7108,8,2025-10-06,1
538,block_63_trip_10_service_1,,50.08809280395508,19.91295051574707,135.0,0.0,2025-10-06 10:03:22,stop_37_5501,1,2025-10-06,1
539,block_226_trip_7_service_1,,50.08660888671875,19.909236907958984,0.0,0.0,2025-10-06 10:03:23,stop_37_5501,1,2025-10-06,1
541,block_87_trip_6_service_1,,50.073421478271484,19.93541717529297,90.0,0.0,2025-10-06 10:03:29,stop_50_7103,6,2025-10-06,1
544,block_57_trip_9_service_1,,50.07023239135742,19.945035934448242,0.0,0.0,2025-10-06 10:03:23,stop_51_7301,1,2025-10-06,1
545,block_91_trip_5_service_1,,50.09041213989258,20.022811889648438,270.0,0.0,2025-10-06 10:03:25,stop_1027_253904,10,2025-10-06,1
548,block_238_trip_4_service_1,,49.99855041503906,19.897014617919922,225.0,0.0,2025-10-06 10:03:23,stop_3160_384002,28,2025-10-06,1
549,block_421_trip_5_service_1,,50.0737190246582,19.935867309570312,0.0,0.0,2025-10-06 10:03:29,stop_50_7105,30,2025-10-06,1
550,block_231_trip_6_service_1,,50.08057403564453,19.918264389038086,315.0,0.0,2025-10-06 10:03:24,stop_1535_306901,24,2025-10-06,1
551,block_445_trip_6_service_1,,50.14995574951172,19.957603454589844,315.0,0.0,2025-10-06 10:03:23,stop_1312_296701,17,2025-10-06,1
552,block_235_trip_6_service_1,,50.03396987915039,19.92479133605957,315.0,0.0,2025-10-06 10:03:25,stop_413_57703,13,2025-10-06,1
553,block_239_trip_7_service_1,,50.027706146240234,19.914548873901367,225.0,0.0,2025-10-06 10:03:32,stop_1133_268901,19,2025-10-06,1
554,block_237_trip_7_service_1,,49.998687744140625,19.89729118347168,45.0,0.0,2025-10-06 10:03:28,stop_3160_384002,1,2025-10-06,1
555,block_240_trip_7_service_1,,50.03232955932617,19.9259033203125,180.0,0.0,2025-10-06 10:03:31,stop_1130_268604,18,2025-10-06,1
556,block_241_trip_6_service_1,,50.06856918334961,19.91343879699707,180.0,0.0,2025-10-06 10:03:27,stop_58_8201,6,2025-10-06,1
557,block_488_trip_5_service_1,,50.09788513183594,20.050207138061523,45.0,0.0,2025-10-06 10:03:23,stop_649_93902,1,2025-10-06,1
560,block_502_trip_7_service_1,,50.0815544128418,20.02458381652832,135.0,0.0,2025-10-06 10:03:27,stop_1169_274505,13,2025-10-06,1
